"","batch","type","cluster"
"W37980","MARS-seq","MEP","MARS-seq 0"
"W37982","MARS-seq","GMP","MARS-seq 1"
"W37983","MARS-seq","MEP","MARS-seq 3"
"W37984","MARS-seq","CMP","MARS-seq 2"
"W37985","MARS-seq","MEP","MARS-seq 0"
"W37986","MARS-seq","MEP","MARS-seq 0"
"W37988","MARS-seq","MEP","MARS-seq 0"
"W37989","MARS-seq","GMP","MARS-seq 2"
"W37990","MARS-seq","GMP","MARS-seq 1"
"W37991","MARS-seq","MEP","MARS-seq 0"
"W37992","MARS-seq","GMP","MARS-seq 2"
"W37993","MARS-seq","GMP","MARS-seq 2"
"W37994","MARS-seq","MEP","MARS-seq 0"
"W37995","MARS-seq","GMP","MARS-seq 1"
"W37996","MARS-seq","GMP","MARS-seq 4"
"W37997","MARS-seq","GMP","MARS-seq 1"
"W38000","MARS-seq","CMP","MARS-seq 3"
"W38001","MARS-seq","GMP","MARS-seq 1"
"W38002","MARS-seq","GMP","MARS-seq 4"
"W38003","MARS-seq","MEP","MARS-seq 0"
"W38004","MARS-seq","CMP","MARS-seq 3"
"W38005","MARS-seq","MEP","MARS-seq 0"
"W38006","MARS-seq","MEP","MARS-seq 0"
"W38008","MARS-seq","GMP","MARS-seq 2"
"W38009","MARS-seq","GMP","MARS-seq 2"
"W38010","MARS-seq","MEP","MARS-seq 0"
"W38011","MARS-seq","GMP","MARS-seq 1"
"W38012","MARS-seq","MEP","MARS-seq 0"
"W38013","MARS-seq","MEP","MARS-seq 3"
"W38014","MARS-seq","GMP","MARS-seq 4"
"W38017","MARS-seq","MEP","MARS-seq 0"
"W38018","MARS-seq","GMP","MARS-seq 4"
"W38019","MARS-seq","CMP","MARS-seq 3"
"W38020","MARS-seq","CMP","MARS-seq 3"
"W38021","MARS-seq","CMP","MARS-seq 2"
"W38022","MARS-seq","GMP","MARS-seq 1"
"W38023","MARS-seq","MEP","MARS-seq 0"
"W38025","MARS-seq","MEP","MARS-seq 0"
"W38026","MARS-seq","GMP","MARS-seq 1"
"W38027","MARS-seq","GMP","MARS-seq 1"
"W38028","MARS-seq","CMP","MARS-seq 5"
"W38030","MARS-seq","GMP","MARS-seq 2"
"W38031","MARS-seq","MEP","MARS-seq 0"
"W38032","MARS-seq","MEP","MARS-seq 0"
"W38033","MARS-seq","MEP","MARS-seq 0"
"W38034","MARS-seq","MEP","MARS-seq 0"
"W38035","MARS-seq","CMP","MARS-seq 3"
"W38036","MARS-seq","CMP","MARS-seq 2"
"W38037","MARS-seq","MEP","MARS-seq 0"
"W38038","MARS-seq","CMP","MARS-seq 5"
"W38039","MARS-seq","GMP","MARS-seq 4"
"W38040","MARS-seq","MEP","MARS-seq 0"
"W38041","MARS-seq","GMP","MARS-seq 1"
"W38042","MARS-seq","MEP","MARS-seq 0"
"W38043","MARS-seq","MEP","MARS-seq 0"
"W38044","MARS-seq","CMP","MARS-seq 5"
"W38045","MARS-seq","MEP","MARS-seq 0"
"W38046","MARS-seq","GMP","MARS-seq 1"
"W38047","MARS-seq","GMP","MARS-seq 1"
"W38048","MARS-seq","MEP","MARS-seq 0"
"W38049","MARS-seq","CMP","MARS-seq 1"
"W38050","MARS-seq","MEP","MARS-seq 3"
"W38051","MARS-seq","MEP","MARS-seq 0"
"W38052","MARS-seq","GMP","MARS-seq 4"
"W38053","MARS-seq","GMP","MARS-seq 4"
"W38054","MARS-seq","CMP","MARS-seq 3"
"W38055","MARS-seq","MEP","MARS-seq 0"
"W38056","MARS-seq","CMP","MARS-seq 2"
"W38057","MARS-seq","MEP","MARS-seq 0"
"W38058","MARS-seq","GMP","MARS-seq 1"
"W38059","MARS-seq","CMP","MARS-seq 3"
"W38060","MARS-seq","MEP","MARS-seq 0"
"W38061","MARS-seq","CMP","MARS-seq 2"
"W38062","MARS-seq","CMP","MARS-seq 2"
"W38063","MARS-seq","MEP","MARS-seq 0"
"W38064","MARS-seq","CMP","MARS-seq 3"
"W38065","MARS-seq","MEP","MARS-seq 0"
"W38066","MARS-seq","MEP","MARS-seq 0"
"W38067","MARS-seq","CMP","MARS-seq 3"
"W38068","MARS-seq","GMP","MARS-seq 1"
"W38069","MARS-seq","MEP","MARS-seq 0"
"W38070","MARS-seq","GMP","MARS-seq 4"
"W38071","MARS-seq","CMP","MARS-seq 3"
"W38072","MARS-seq","CMP","MARS-seq 2"
"W38073","MARS-seq","MEP","MARS-seq 0"
"W38074","MARS-seq","MEP","MARS-seq 0"
"W38075","MARS-seq","MEP","MARS-seq 0"
"W38076","MARS-seq","CMP","MARS-seq 3"
"W38077","MARS-seq","MEP","MARS-seq 0"
"W38078","MARS-seq","GMP","MARS-seq 4"
"W38079","MARS-seq","MEP","MARS-seq 0"
"W38080","MARS-seq","MEP","MARS-seq 0"
"W38081","MARS-seq","MEP","MARS-seq 0"
"W38082","MARS-seq","MEP","MARS-seq 3"
"W38083","MARS-seq","CMP","MARS-seq 3"
"W38084","MARS-seq","MEP","MARS-seq 0"
"W38085","MARS-seq","GMP","MARS-seq 4"
"W38086","MARS-seq","MEP","MARS-seq 0"
"W38087","MARS-seq","GMP","MARS-seq 1"
"W38088","MARS-seq","CMP","MARS-seq 2"
"W38090","MARS-seq","MEP","MARS-seq 0"
"W38091","MARS-seq","MEP","MARS-seq 0"
"W38092","MARS-seq","CMP","MARS-seq 2"
"W38093","MARS-seq","MEP","MARS-seq 3"
"W38094","MARS-seq","GMP","MARS-seq 2"
"W38095","MARS-seq","GMP","MARS-seq 4"
"W38096","MARS-seq","CMP","MARS-seq 3"
"W38097","MARS-seq","GMP","MARS-seq 2"
"W38098","MARS-seq","GMP","MARS-seq 1"
"W38100","MARS-seq","GMP","MARS-seq 1"
"W38101","MARS-seq","GMP","MARS-seq 1"
"W38102","MARS-seq","MEP","MARS-seq 0"
"W38103","MARS-seq","GMP","MARS-seq 4"
"W38104","MARS-seq","CMP","MARS-seq 3"
"W38105","MARS-seq","GMP","MARS-seq 1"
"W38106","MARS-seq","CMP","MARS-seq 1"
"W38107","MARS-seq","GMP","MARS-seq 1"
"W38108","MARS-seq","MEP","MARS-seq 3"
"W38109","MARS-seq","GMP","MARS-seq 1"
"W38110","MARS-seq","GMP","MARS-seq 4"
"W38111","MARS-seq","MEP","MARS-seq 0"
"W38112","MARS-seq","CMP","MARS-seq 2"
"W38113","MARS-seq","GMP","MARS-seq 4"
"W38114","MARS-seq","GMP","MARS-seq 2"
"W38115","MARS-seq","GMP","MARS-seq 1"
"W38116","MARS-seq","MEP","MARS-seq 0"
"W38117","MARS-seq","GMP","MARS-seq 2"
"W38118","MARS-seq","MEP","MARS-seq 0"
"W38119","MARS-seq","MEP","MARS-seq 0"
"W38121","MARS-seq","GMP","MARS-seq 2"
"W38123","MARS-seq","MEP","MARS-seq 0"
"W38124","MARS-seq","MEP","MARS-seq 0"
"W38125","MARS-seq","MEP","MARS-seq 0"
"W38126","MARS-seq","MEP","MARS-seq 0"
"W38127","MARS-seq","MEP","MARS-seq 0"
"W38128","MARS-seq","GMP","MARS-seq 1"
"W38129","MARS-seq","GMP","MARS-seq 3"
"W38130","MARS-seq","GMP","MARS-seq 1"
"W38131","MARS-seq","GMP","MARS-seq 4"
"W38132","MARS-seq","MEP","MARS-seq 0"
"W38133","MARS-seq","MEP","MARS-seq 0"
"W38134","MARS-seq","MEP","MARS-seq 3"
"W38135","MARS-seq","CMP","MARS-seq 3"
"W38136","MARS-seq","MEP","MARS-seq 0"
"W38137","MARS-seq","MEP","MARS-seq 0"
"W38138","MARS-seq","MEP","MARS-seq 0"
"W38140","MARS-seq","GMP","MARS-seq 1"
"W38141","MARS-seq","GMP","MARS-seq 1"
"W38142","MARS-seq","MEP","MARS-seq 0"
"W38143","MARS-seq","GMP","MARS-seq 3"
"W38144","MARS-seq","MEP","MARS-seq 0"
"W38145","MARS-seq","MEP","MARS-seq 0"
"W38146","MARS-seq","MEP","MARS-seq 0"
"W38147","MARS-seq","MEP","MARS-seq 0"
"W38148","MARS-seq","GMP","MARS-seq 4"
"W38149","MARS-seq","CMP","MARS-seq 3"
"W38150","MARS-seq","MEP","MARS-seq 0"
"W38151","MARS-seq","MEP","MARS-seq 0"
"W38152","MARS-seq","CMP","MARS-seq 3"
"W38153","MARS-seq","MEP","MARS-seq 0"
"W38154","MARS-seq","MEP","MARS-seq 0"
"W38155","MARS-seq","MEP","MARS-seq 0"
"W38156","MARS-seq","MEP","MARS-seq 0"
"W38157","MARS-seq","CMP","MARS-seq 2"
"W38158","MARS-seq","MEP","MARS-seq 0"
"W38159","MARS-seq","CMP","MARS-seq 3"
"W38160","MARS-seq","CMP","MARS-seq 5"
"W38161","MARS-seq","GMP","MARS-seq 1"
"W38162","MARS-seq","MEP","MARS-seq 0"
"W38163","MARS-seq","MEP","MARS-seq 0"
"W38164","MARS-seq","MEP","MARS-seq 0"
"W38165","MARS-seq","MEP","MARS-seq 0"
"W38166","MARS-seq","MEP","MARS-seq 0"
"W38167","MARS-seq","GMP","MARS-seq 1"
"W38168","MARS-seq","GMP","MARS-seq 1"
"W38169","MARS-seq","GMP","MARS-seq 4"
"W38170","MARS-seq","CMP","MARS-seq 3"
"W38171","MARS-seq","GMP","MARS-seq 1"
"W38172","MARS-seq","GMP","MARS-seq 1"
"W38173","MARS-seq","MEP","MARS-seq 0"
"W38175","MARS-seq","MEP","MARS-seq 0"
"W38176","MARS-seq","MEP","MARS-seq 0"
"W38177","MARS-seq","MEP","MARS-seq 0"
"W38180","MARS-seq","GMP","MARS-seq 4"
"W38181","MARS-seq","MEP","MARS-seq 0"
"W38182","MARS-seq","GMP","MARS-seq 2"
"W38183","MARS-seq","MEP","MARS-seq 0"
"W38184","MARS-seq","GMP","MARS-seq 1"
"W38185","MARS-seq","MEP","MARS-seq 0"
"W38186","MARS-seq","MEP","MARS-seq 0"
"W38187","MARS-seq","MEP","MARS-seq 0"
"W38188","MARS-seq","MEP","MARS-seq 0"
"W38189","MARS-seq","GMP","MARS-seq 4"
"W38190","MARS-seq","MEP","MARS-seq 0"
"W38191","MARS-seq","GMP","MARS-seq 2"
"W38192","MARS-seq","MEP","MARS-seq 0"
"W38193","MARS-seq","GMP","MARS-seq 2"
"W38194","MARS-seq","GMP","MARS-seq 1"
"W38195","MARS-seq","GMP","MARS-seq 4"
"W38196","MARS-seq","GMP","MARS-seq 1"
"W38197","MARS-seq","CMP","MARS-seq 2"
"W38198","MARS-seq","MEP","MARS-seq 0"
"W38199","MARS-seq","GMP","MARS-seq 2"
"W38200","MARS-seq","MEP","MARS-seq 0"
"W38201","MARS-seq","MEP","MARS-seq 0"
"W38202","MARS-seq","MEP","MARS-seq 0"
"W38203","MARS-seq","CMP","MARS-seq 3"
"W38204","MARS-seq","MEP","MARS-seq 0"
"W38205","MARS-seq","GMP","MARS-seq 4"
"W38206","MARS-seq","MEP","MARS-seq 0"
"W38207","MARS-seq","CMP","MARS-seq 2"
"W38208","MARS-seq","GMP","MARS-seq 4"
"W38209","MARS-seq","MEP","MARS-seq 0"
"W38210","MARS-seq","GMP","MARS-seq 1"
"W38211","MARS-seq","MEP","MARS-seq 0"
"W38212","MARS-seq","GMP","MARS-seq 4"
"W38213","MARS-seq","GMP","MARS-seq 4"
"W38214","MARS-seq","GMP","MARS-seq 1"
"W38215","MARS-seq","GMP","MARS-seq 1"
"W38217","MARS-seq","MEP","MARS-seq 0"
"W38218","MARS-seq","GMP","MARS-seq 1"
"W38219","MARS-seq","MEP","MARS-seq 3"
"W38220","MARS-seq","MEP","MARS-seq 0"
"W38221","MARS-seq","GMP","MARS-seq 1"
"W38222","MARS-seq","CMP","MARS-seq 0"
"W38223","MARS-seq","CMP","MARS-seq 3"
"W38224","MARS-seq","CMP","MARS-seq 3"
"W38225","MARS-seq","GMP","MARS-seq 4"
"W38226","MARS-seq","GMP","MARS-seq 4"
"W38227","MARS-seq","GMP","MARS-seq 1"
"W38228","MARS-seq","GMP","MARS-seq 4"
"W38229","MARS-seq","MEP","MARS-seq 3"
"W38230","MARS-seq","MEP","MARS-seq 0"
"W38231","MARS-seq","MEP","MARS-seq 0"
"W38232","MARS-seq","GMP","MARS-seq 1"
"W38233","MARS-seq","MEP","MARS-seq 0"
"W38234","MARS-seq","MEP","MARS-seq 0"
"W38235","MARS-seq","GMP","MARS-seq 1"
"W38236","MARS-seq","CMP","MARS-seq 5"
"W38237","MARS-seq","CMP","MARS-seq 2"
"W38238","MARS-seq","MEP","MARS-seq 0"
"W38239","MARS-seq","MEP","MARS-seq 0"
"W38240","MARS-seq","CMP","MARS-seq 3"
"W38241","MARS-seq","CMP","MARS-seq 3"
"W38242","MARS-seq","MEP","MARS-seq 0"
"W38243","MARS-seq","MEP","MARS-seq 0"
"W38244","MARS-seq","GMP","MARS-seq 4"
"W38245","MARS-seq","CMP","MARS-seq 3"
"W38246","MARS-seq","GMP","MARS-seq 1"
"W38247","MARS-seq","MEP","MARS-seq 0"
"W38248","MARS-seq","MEP","MARS-seq 0"
"W38249","MARS-seq","CMP","MARS-seq 2"
"W38250","MARS-seq","GMP","MARS-seq 2"
"W38251","MARS-seq","MEP","MARS-seq 0"
"W38252","MARS-seq","GMP","MARS-seq 1"
"W38253","MARS-seq","CMP","MARS-seq 2"
"W38254","MARS-seq","MEP","MARS-seq 0"
"W38255","MARS-seq","CMP","MARS-seq 3"
"W38256","MARS-seq","MEP","MARS-seq 0"
"W38257","MARS-seq","GMP","MARS-seq 1"
"W38258","MARS-seq","GMP","MARS-seq 1"
"W38259","MARS-seq","MEP","MARS-seq 0"
"W38260","MARS-seq","MEP","MARS-seq 0"
"W38261","MARS-seq","MEP","MARS-seq 0"
"W38262","MARS-seq","MEP","MARS-seq 0"
"W38263","MARS-seq","GMP","MARS-seq 4"
"W38264","MARS-seq","MEP","MARS-seq 0"
"W38266","MARS-seq","CMP","MARS-seq 3"
"W38267","MARS-seq","GMP","MARS-seq 2"
"W38268","MARS-seq","MEP","MARS-seq 0"
"W38269","MARS-seq","GMP","MARS-seq 1"
"W38270","MARS-seq","MEP","MARS-seq 0"
"W38271","MARS-seq","CMP","MARS-seq 2"
"W38272","MARS-seq","MEP","MARS-seq 0"
"W38273","MARS-seq","MEP","MARS-seq 0"
"W38274","MARS-seq","GMP","MARS-seq 3"
"W38275","MARS-seq","MEP","MARS-seq 0"
"W38276","MARS-seq","MEP","MARS-seq 0"
"W38277","MARS-seq","GMP","MARS-seq 1"
"W38278","MARS-seq","GMP","MARS-seq 4"
"W38279","MARS-seq","GMP","MARS-seq 4"
"W38280","MARS-seq","GMP","MARS-seq 2"
"W38282","MARS-seq","MEP","MARS-seq 0"
"W38283","MARS-seq","MEP","MARS-seq 0"
"W38284","MARS-seq","GMP","MARS-seq 4"
"W38285","MARS-seq","GMP","MARS-seq 4"
"W38286","MARS-seq","GMP","MARS-seq 1"
"W38287","MARS-seq","MEP","MARS-seq 0"
"W38288","MARS-seq","MEP","MARS-seq 3"
"W38289","MARS-seq","MEP","MARS-seq 0"
"W38290","MARS-seq","CMP","MARS-seq 1"
"W38291","MARS-seq","GMP","MARS-seq 2"
"W38292","MARS-seq","MEP","MARS-seq 0"
"W38293","MARS-seq","MEP","MARS-seq 0"
"W38294","MARS-seq","GMP","MARS-seq 4"
"W38295","MARS-seq","GMP","MARS-seq 1"
"W38296","MARS-seq","GMP","MARS-seq 1"
"W38297","MARS-seq","GMP","MARS-seq 1"
"W38298","MARS-seq","GMP","MARS-seq 1"
"W38299","MARS-seq","GMP","MARS-seq 2"
"W38300","MARS-seq","GMP","MARS-seq 4"
"W38301","MARS-seq","GMP","MARS-seq 2"
"W38302","MARS-seq","MEP","MARS-seq 0"
"W38303","MARS-seq","GMP","MARS-seq 4"
"W38304","MARS-seq","MEP","MARS-seq 0"
"W38305","MARS-seq","GMP","MARS-seq 2"
"W38306","MARS-seq","GMP","MARS-seq 2"
"W38307","MARS-seq","GMP","MARS-seq 4"
"W38308","MARS-seq","MEP","MARS-seq 0"
"W38309","MARS-seq","CMP","MARS-seq 3"
"W38310","MARS-seq","GMP","MARS-seq 1"
"W38311","MARS-seq","MEP","MARS-seq 0"
"W38313","MARS-seq","CMP","MARS-seq 3"
"W38314","MARS-seq","MEP","MARS-seq 0"
"W38315","MARS-seq","GMP","MARS-seq 1"
"W38316","MARS-seq","GMP","MARS-seq 1"
"W38318","MARS-seq","GMP","MARS-seq 4"
"W38319","MARS-seq","GMP","MARS-seq 1"
"W38320","MARS-seq","CMP","MARS-seq 2"
"W38321","MARS-seq","GMP","MARS-seq 4"
"W38322","MARS-seq","GMP","MARS-seq 2"
"W38323","MARS-seq","CMP","MARS-seq 3"
"W38324","MARS-seq","GMP","MARS-seq 4"
"W38326","MARS-seq","GMP","MARS-seq 1"
"W38327","MARS-seq","GMP","MARS-seq 1"
"W38328","MARS-seq","CMP","MARS-seq 3"
"W38329","MARS-seq","GMP","MARS-seq 1"
"W38330","MARS-seq","GMP","MARS-seq 2"
"W38331","MARS-seq","MEP","MARS-seq 0"
"W38332","MARS-seq","GMP","MARS-seq 4"
"W38333","MARS-seq","GMP","MARS-seq 1"
"W38334","MARS-seq","MEP","MARS-seq 0"
"W38335","MARS-seq","MEP","MARS-seq 0"
"W38336","MARS-seq","GMP","MARS-seq 4"
"W38337","MARS-seq","MEP","MARS-seq 0"
"W38338","MARS-seq","MEP","MARS-seq 0"
"W38339","MARS-seq","MEP","MARS-seq 0"
"W38340","MARS-seq","MEP","MARS-seq 0"
"W38341","MARS-seq","MEP","MARS-seq 0"
"W38342","MARS-seq","GMP","MARS-seq 1"
"W38343","MARS-seq","MEP","MARS-seq 0"
"W38344","MARS-seq","GMP","MARS-seq 1"
"W38345","MARS-seq","GMP","MARS-seq 1"
"W38346","MARS-seq","MEP","MARS-seq 0"
"W38347","MARS-seq","MEP","MARS-seq 3"
"W38348","MARS-seq","GMP","MARS-seq 2"
"W38349","MARS-seq","MEP","MARS-seq 3"
"W38350","MARS-seq","GMP","MARS-seq 1"
"W38351","MARS-seq","MEP","MARS-seq 0"
"W38352","MARS-seq","GMP","MARS-seq 1"
"W38353","MARS-seq","MEP","MARS-seq 0"
"W38354","MARS-seq","CMP","MARS-seq 2"
"W38355","MARS-seq","MEP","MARS-seq 0"
"W38356","MARS-seq","GMP","MARS-seq 1"
"W38357","MARS-seq","MEP","MARS-seq 0"
"W38358","MARS-seq","GMP","MARS-seq 2"
"W38359","MARS-seq","MEP","MARS-seq 0"
"W38360","MARS-seq","MEP","MARS-seq 0"
"W38361","MARS-seq","MEP","MARS-seq 0"
"W38362","MARS-seq","MEP","MARS-seq 0"
"W38363","MARS-seq","GMP","MARS-seq 1"
"W38364","MARS-seq","MEP","MARS-seq 0"
"W38365","MARS-seq","MEP","MARS-seq 0"
"W38366","MARS-seq","MEP","MARS-seq 0"
"W38367","MARS-seq","MEP","MARS-seq 0"
"W38368","MARS-seq","CMP","MARS-seq 2"
"W38369","MARS-seq","MEP","MARS-seq 0"
"W38370","MARS-seq","MEP","MARS-seq 0"
"W38372","MARS-seq","CMP","MARS-seq 3"
"W38373","MARS-seq","MEP","MARS-seq 0"
"W38374","MARS-seq","CMP","MARS-seq 3"
"W38375","MARS-seq","MEP","MARS-seq 0"
"W38376","MARS-seq","CMP","MARS-seq 2"
"W38377","MARS-seq","CMP","MARS-seq 2"
"W38379","MARS-seq","MEP","MARS-seq 0"
"W38380","MARS-seq","GMP","MARS-seq 2"
"W38381","MARS-seq","GMP","MARS-seq 1"
"W38382","MARS-seq","GMP","MARS-seq 1"
"W38383","MARS-seq","GMP","MARS-seq 1"
"W38384","MARS-seq","CMP","MARS-seq 3"
"W38385","MARS-seq","GMP","MARS-seq 4"
"W38386","MARS-seq","MEP","MARS-seq 0"
"W38387","MARS-seq","MEP","MARS-seq 0"
"W38388","MARS-seq","CMP","MARS-seq 3"
"W38389","MARS-seq","MEP","MARS-seq 3"
"W38390","MARS-seq","GMP","MARS-seq 1"
"W38391","MARS-seq","MEP","MARS-seq 0"
"W38392","MARS-seq","MEP","MARS-seq 3"
"W38393","MARS-seq","MEP","MARS-seq 0"
"W38394","MARS-seq","MEP","MARS-seq 0"
"W38395","MARS-seq","MEP","MARS-seq 0"
"W38396","MARS-seq","MEP","MARS-seq 0"
"W38398","MARS-seq","CMP","MARS-seq 3"
"W38399","MARS-seq","MEP","MARS-seq 0"
"W38400","MARS-seq","MEP","MARS-seq 3"
"W38401","MARS-seq","GMP","MARS-seq 1"
"W38402","MARS-seq","MEP","MARS-seq 0"
"W38403","MARS-seq","GMP","MARS-seq 1"
"W38404","MARS-seq","CMP","MARS-seq 3"
"W38405","MARS-seq","MEP","MARS-seq 0"
"W38406","MARS-seq","MEP","MARS-seq 0"
"W38407","MARS-seq","GMP","MARS-seq 1"
"W38409","MARS-seq","MEP","MARS-seq 0"
"W38410","MARS-seq","GMP","MARS-seq 1"
"W38411","MARS-seq","GMP","MARS-seq 1"
"W38412","MARS-seq","MEP","MARS-seq 0"
"W38413","MARS-seq","CMP","MARS-seq 2"
"W38414","MARS-seq","GMP","MARS-seq 4"
"W38415","MARS-seq","MEP","MARS-seq 0"
"W38416","MARS-seq","GMP","MARS-seq 1"
"W38417","MARS-seq","GMP","MARS-seq 1"
"W38418","MARS-seq","CMP","MARS-seq 2"
"W38419","MARS-seq","MEP","MARS-seq 0"
"W38420","MARS-seq","CMP","MARS-seq 1"
"W38421","MARS-seq","GMP","MARS-seq 4"
"W38422","MARS-seq","MEP","MARS-seq 0"
"W38423","MARS-seq","MEP","MARS-seq 0"
"W38425","MARS-seq","GMP","MARS-seq 2"
"W38426","MARS-seq","MEP","MARS-seq 0"
"W38427","MARS-seq","GMP","MARS-seq 1"
"W38428","MARS-seq","GMP","MARS-seq 4"
"W38429","MARS-seq","CMP","MARS-seq 1"
"W38430","MARS-seq","GMP","MARS-seq 1"
"W38431","MARS-seq","GMP","MARS-seq 4"
"W38433","MARS-seq","GMP","MARS-seq 1"
"W38434","MARS-seq","GMP","MARS-seq 1"
"W38435","MARS-seq","GMP","MARS-seq 4"
"W38436","MARS-seq","GMP","MARS-seq 2"
"W38437","MARS-seq","MEP","MARS-seq 0"
"W38438","MARS-seq","GMP","MARS-seq 4"
"W38439","MARS-seq","CMP","MARS-seq 3"
"W38440","MARS-seq","MEP","MARS-seq 0"
"W38441","MARS-seq","GMP","MARS-seq 1"
"W38443","MARS-seq","MEP","MARS-seq 0"
"W38444","MARS-seq","CMP","MARS-seq 2"
"W38445","MARS-seq","GMP","MARS-seq 4"
"W38446","MARS-seq","GMP","MARS-seq 4"
"W38447","MARS-seq","GMP","MARS-seq 1"
"W38448","MARS-seq","MEP","MARS-seq 0"
"W38449","MARS-seq","MEP","MARS-seq 3"
"W38450","MARS-seq","MEP","MARS-seq 0"
"W38451","MARS-seq","GMP","MARS-seq 2"
"W38452","MARS-seq","MEP","MARS-seq 0"
"W38453","MARS-seq","GMP","MARS-seq 4"
"W38454","MARS-seq","MEP","MARS-seq 0"
"W38455","MARS-seq","MEP","MARS-seq 0"
"W38456","MARS-seq","CMP","MARS-seq 2"
"W38457","MARS-seq","GMP","MARS-seq 1"
"W38458","MARS-seq","MEP","MARS-seq 0"
"W38459","MARS-seq","MEP","MARS-seq 0"
"W38460","MARS-seq","GMP","MARS-seq 4"
"W38461","MARS-seq","GMP","MARS-seq 2"
"W38462","MARS-seq","GMP","MARS-seq 1"
"W38463","MARS-seq","MEP","MARS-seq 0"
"W38464","MARS-seq","MEP","MARS-seq 0"
"W38465","MARS-seq","MEP","MARS-seq 0"
"W38466","MARS-seq","CMP","MARS-seq 3"
"W38467","MARS-seq","CMP","MARS-seq 2"
"W38468","MARS-seq","MEP","MARS-seq 0"
"W38469","MARS-seq","MEP","MARS-seq 0"
"W38470","MARS-seq","GMP","MARS-seq 4"
"W38471","MARS-seq","GMP","MARS-seq 2"
"W38474","MARS-seq","CMP","MARS-seq 3"
"W38475","MARS-seq","GMP","MARS-seq 1"
"W38477","MARS-seq","MEP","MARS-seq 0"
"W38478","MARS-seq","CMP","MARS-seq 3"
"W38480","MARS-seq","MEP","MARS-seq 0"
"W38481","MARS-seq","GMP","MARS-seq 2"
"W38482","MARS-seq","MEP","MARS-seq 3"
"W38483","MARS-seq","MEP","MARS-seq 0"
"W38484","MARS-seq","MEP","MARS-seq 0"
"W38485","MARS-seq","CMP","MARS-seq 2"
"W38486","MARS-seq","MEP","MARS-seq 0"
"W38487","MARS-seq","CMP","MARS-seq 5"
"W38488","MARS-seq","MEP","MARS-seq 0"
"W38489","MARS-seq","GMP","MARS-seq 2"
"W38491","MARS-seq","GMP","MARS-seq 1"
"W38492","MARS-seq","MEP","MARS-seq 0"
"W38493","MARS-seq","MEP","MARS-seq 0"
"W38494","MARS-seq","GMP","MARS-seq 1"
"W38495","MARS-seq","GMP","MARS-seq 1"
"W38496","MARS-seq","CMP","MARS-seq 2"
"W38497","MARS-seq","CMP","MARS-seq 2"
"W38498","MARS-seq","GMP","MARS-seq 1"
"W38500","MARS-seq","MEP","MARS-seq 0"
"W38501","MARS-seq","MEP","MARS-seq 0"
"W38502","MARS-seq","MEP","MARS-seq 0"
"W38503","MARS-seq","MEP","MARS-seq 0"
"W38505","MARS-seq","MEP","MARS-seq 0"
"W38506","MARS-seq","GMP","MARS-seq 4"
"W38507","MARS-seq","MEP","MARS-seq 0"
"W38509","MARS-seq","GMP","MARS-seq 4"
"W38510","MARS-seq","MEP","MARS-seq 0"
"W38512","MARS-seq","GMP","MARS-seq 1"
"W38515","MARS-seq","MEP","MARS-seq 0"
"W38516","MARS-seq","MEP","MARS-seq 3"
"W38517","MARS-seq","MEP","MARS-seq 0"
"W38519","MARS-seq","GMP","MARS-seq 1"
"W38521","MARS-seq","MEP","MARS-seq 0"
"W38522","MARS-seq","MEP","MARS-seq 0"
"W38523","MARS-seq","CMP","MARS-seq 3"
"W38524","MARS-seq","CMP","MARS-seq 3"
"W38525","MARS-seq","GMP","MARS-seq 2"
"W38526","MARS-seq","GMP","MARS-seq 1"
"W38527","MARS-seq","MEP","MARS-seq 0"
"W38528","MARS-seq","MEP","MARS-seq 0"
"W38529","MARS-seq","CMP","MARS-seq 3"
"W38530","MARS-seq","GMP","MARS-seq 4"
"W38531","MARS-seq","GMP","MARS-seq 4"
"W38532","MARS-seq","GMP","MARS-seq 2"
"W38533","MARS-seq","MEP","MARS-seq 0"
"W38534","MARS-seq","MEP","MARS-seq 0"
"W38535","MARS-seq","GMP","MARS-seq 1"
"W38536","MARS-seq","GMP","MARS-seq 2"
"W38537","MARS-seq","MEP","MARS-seq 0"
"W38538","MARS-seq","MEP","MARS-seq 0"
"W38539","MARS-seq","GMP","MARS-seq 2"
"W38540","MARS-seq","GMP","MARS-seq 4"
"W38541","MARS-seq","CMP","MARS-seq 3"
"W38543","MARS-seq","MEP","MARS-seq 0"
"W38544","MARS-seq","MEP","MARS-seq 0"
"W38545","MARS-seq","MEP","MARS-seq 0"
"W38546","MARS-seq","MEP","MARS-seq 3"
"W38547","MARS-seq","MEP","MARS-seq 3"
"W38548","MARS-seq","MEP","MARS-seq 3"
"W38549","MARS-seq","CMP","MARS-seq 2"
"W38550","MARS-seq","GMP","MARS-seq 2"
"W38551","MARS-seq","GMP","MARS-seq 3"
"W38552","MARS-seq","MEP","MARS-seq 0"
"W38553","MARS-seq","MEP","MARS-seq 0"
"W38554","MARS-seq","MEP","MARS-seq 3"
"W38555","MARS-seq","MEP","MARS-seq 0"
"W38556","MARS-seq","GMP","MARS-seq 1"
"W38558","MARS-seq","MEP","MARS-seq 0"
"W38559","MARS-seq","MEP","MARS-seq 3"
"W38560","MARS-seq","MEP","MARS-seq 0"
"W38561","MARS-seq","CMP","MARS-seq 2"
"W38563","MARS-seq","MEP","MARS-seq 0"
