"","batch","type","cluster"
"Cell1684","2","C","2 1"
"Cell1685","2","C","2 1"
"Cell1686","2","C","2 1"
"Cell1687","2","C","2 1"
"Cell1688","2","B","2 0"
"Cell1689","2","B","2 0"
"Cell1690","2","B","2 0"
"Cell1691","2","C","2 1"
"Cell1692","2","C","2 1"
"Cell1693","2","C","2 1"
"Cell1694","2","C","2 1"
"Cell1695","2","C","2 1"
"Cell1696","2","C","2 1"
"Cell1697","2","C","2 1"
"Cell1698","2","B","2 0"
"Cell1699","2","C","2 1"
"Cell1700","2","B","2 0"
"Cell1701","2","B","2 0"
"Cell1702","2","B","2 0"
"Cell1703","2","C","2 1"
"Cell1704","2","C","2 1"
"Cell1705","2","B","2 0"
"Cell1706","2","B","2 0"
"Cell1707","2","B","2 0"
"Cell1708","2","B","2 0"
"Cell1709","2","C","2 1"
"Cell1710","2","C","2 1"
"Cell1711","2","B","2 0"
"Cell1712","2","B","2 0"
"Cell1713","2","B","2 0"
"Cell1714","2","B","2 0"
"Cell1715","2","C","2 1"
"Cell1716","2","C","2 1"
"Cell1717","2","B","2 0"
"Cell1718","2","B","2 0"
"Cell1719","2","B","2 0"
"Cell1720","2","C","2 1"
"Cell1721","2","B","2 0"
"Cell1722","2","C","2 1"
"Cell1723","2","B","2 0"
"Cell1724","2","C","2 1"
"Cell1725","2","B","2 0"
"Cell1726","2","B","2 0"
"Cell1727","2","C","2 1"
"Cell1728","2","B","2 0"
"Cell1729","2","B","2 0"
"Cell1730","2","B","2 0"
"Cell1731","2","B","2 0"
"Cell1732","2","B","2 0"
"Cell1733","2","C","2 1"
"Cell1734","2","B","2 0"
"Cell1735","2","C","2 1"
"Cell1736","2","B","2 0"
"Cell1737","2","C","2 1"
"Cell1738","2","C","2 1"
"Cell1739","2","B","2 0"
"Cell1740","2","C","2 1"
"Cell1741","2","C","2 1"
"Cell1742","2","B","2 0"
"Cell1743","2","C","2 1"
"Cell1744","2","C","2 1"
"Cell1745","2","C","2 1"
"Cell1746","2","B","2 0"
"Cell1747","2","B","2 0"
"Cell1748","2","C","2 1"
"Cell1749","2","B","2 0"
"Cell1750","2","C","2 1"
"Cell1751","2","B","2 0"
"Cell1752","2","C","2 1"
"Cell1753","2","C","2 1"
"Cell1754","2","C","2 1"
"Cell1755","2","B","2 0"
"Cell1756","2","C","2 1"
"Cell1757","2","B","2 0"
"Cell1758","2","B","2 0"
"Cell1759","2","B","2 0"
"Cell1760","2","B","2 0"
"Cell1761","2","B","2 0"
"Cell1762","2","B","2 0"
"Cell1763","2","B","2 0"
"Cell1764","2","B","2 0"
"Cell1765","2","B","2 0"
"Cell1766","2","B","2 0"
"Cell1767","2","C","2 1"
"Cell1768","2","B","2 0"
"Cell1769","2","B","2 0"
"Cell1770","2","C","2 1"
"Cell1771","2","C","2 1"
"Cell1772","2","C","2 1"
"Cell1773","2","C","2 1"
"Cell1774","2","B","2 0"
"Cell1775","2","C","2 1"
"Cell1776","2","C","2 1"
"Cell1777","2","B","2 0"
"Cell1778","2","B","2 0"
"Cell1779","2","C","2 1"
"Cell1780","2","B","2 0"
"Cell1781","2","B","2 0"
"Cell1782","2","B","2 0"
"Cell1783","2","B","2 0"
"Cell1784","2","C","2 1"
"Cell1785","2","C","2 1"
"Cell1786","2","B","2 0"
"Cell1787","2","C","2 1"
"Cell1788","2","C","2 1"
"Cell1789","2","B","2 0"
"Cell1790","2","B","2 0"
"Cell1791","2","B","2 0"
"Cell1792","2","B","2 0"
"Cell1793","2","C","2 1"
"Cell1794","2","B","2 0"
"Cell1795","2","B","2 0"
"Cell1796","2","C","2 1"
"Cell1797","2","B","2 0"
"Cell1798","2","C","2 1"
"Cell1799","2","B","2 0"
"Cell1800","2","C","2 1"
"Cell1801","2","B","2 0"
"Cell1802","2","B","2 0"
"Cell1803","2","B","2 0"
"Cell1804","2","C","2 1"
"Cell1805","2","C","2 1"
"Cell1806","2","B","2 0"
"Cell1807","2","C","2 1"
"Cell1808","2","B","2 0"
"Cell1809","2","B","2 0"
"Cell1810","2","B","2 0"
"Cell1811","2","C","2 1"
"Cell1812","2","B","2 0"
"Cell1813","2","B","2 0"
"Cell1814","2","B","2 0"
"Cell1815","2","C","2 1"
"Cell1816","2","C","2 1"
"Cell1817","2","B","2 0"
"Cell1818","2","C","2 1"
"Cell1819","2","B","2 0"
"Cell1820","2","B","2 0"
"Cell1821","2","C","2 1"
"Cell1822","2","C","2 1"
"Cell1823","2","C","2 1"
"Cell1824","2","C","2 1"
"Cell1825","2","C","2 1"
"Cell1826","2","B","2 0"
"Cell1827","2","C","2 1"
"Cell1828","2","C","2 1"
"Cell1829","2","B","2 0"
"Cell1830","2","B","2 0"
"Cell1831","2","B","2 0"
"Cell1832","2","C","2 1"
"Cell1833","2","B","2 0"
"Cell1834","2","C","2 1"
"Cell1835","2","B","2 0"
"Cell1836","2","C","2 1"
"Cell1837","2","C","2 1"
"Cell1838","2","C","2 1"
"Cell1839","2","C","2 1"
"Cell1840","2","C","2 1"
"Cell1841","2","B","2 0"
"Cell1842","2","B","2 0"
"Cell1843","2","C","2 1"
"Cell1844","2","B","2 0"
"Cell1845","2","C","2 1"
"Cell1846","2","C","2 1"
"Cell1847","2","B","2 0"
"Cell1848","2","C","2 1"
"Cell1849","2","B","2 0"
"Cell1850","2","C","2 1"
"Cell1851","2","C","2 1"
"Cell1852","2","B","2 0"
"Cell1853","2","C","2 1"
"Cell1854","2","C","2 1"
"Cell1855","2","C","2 1"
"Cell1856","2","B","2 0"
"Cell1857","2","B","2 0"
"Cell1858","2","C","2 1"
"Cell1859","2","B","2 0"
"Cell1860","2","C","2 1"
"Cell1861","2","C","2 1"
"Cell1862","2","B","2 0"
"Cell1863","2","C","2 1"
"Cell1864","2","C","2 1"
"Cell1865","2","B","2 0"
"Cell1866","2","C","2 1"
"Cell1867","2","C","2 1"
"Cell1868","2","C","2 1"
"Cell1869","2","C","2 1"
"Cell1870","2","B","2 0"
"Cell1871","2","C","2 1"
"Cell1872","2","B","2 0"
"Cell1873","2","B","2 0"
"Cell1874","2","B","2 0"
"Cell1875","2","C","2 1"
"Cell1876","2","C","2 1"
"Cell1877","2","B","2 0"
"Cell1878","2","B","2 0"
"Cell1879","2","B","2 0"
"Cell1880","2","C","2 1"
"Cell1881","2","B","2 0"
"Cell1882","2","B","2 0"
"Cell1883","2","B","2 0"
"Cell1884","2","B","2 0"
"Cell1885","2","C","2 1"
"Cell1886","2","B","2 0"
"Cell1887","2","C","2 1"
"Cell1888","2","C","2 1"
"Cell1889","2","B","2 0"
"Cell1890","2","C","2 1"
"Cell1891","2","C","2 1"
"Cell1892","2","C","2 1"
"Cell1893","2","B","2 0"
"Cell1894","2","C","2 1"
"Cell1895","2","B","2 0"
"Cell1896","2","B","2 0"
"Cell1897","2","C","2 1"
"Cell1898","2","C","2 1"
"Cell1899","2","C","2 1"
"Cell1900","2","B","2 0"
"Cell1901","2","B","2 0"
"Cell1902","2","C","2 1"
"Cell1903","2","C","2 1"
"Cell1904","2","B","2 0"
"Cell1905","2","C","2 1"
"Cell1906","2","B","2 0"
"Cell1907","2","B","2 0"
"Cell1908","2","B","2 0"
"Cell1909","2","C","2 1"
"Cell1910","2","C","2 1"
"Cell1911","2","C","2 1"
"Cell1912","2","B","2 0"
"Cell1913","2","B","2 0"
"Cell1914","2","B","2 0"
"Cell1915","2","B","2 0"
"Cell1916","2","B","2 0"
"Cell1917","2","C","2 1"
"Cell1918","2","B","2 0"
"Cell1919","2","C","2 1"
"Cell1920","2","B","2 0"
"Cell1921","2","C","2 1"
"Cell1922","2","B","2 0"
"Cell1923","2","C","2 1"
"Cell1924","2","B","2 0"
"Cell1925","2","B","2 0"
"Cell1926","2","C","2 1"
"Cell1927","2","C","2 1"
"Cell1928","2","C","2 1"
"Cell1929","2","B","2 0"
"Cell1930","2","B","2 0"
"Cell1931","2","B","2 0"
"Cell1932","2","B","2 0"
"Cell1933","2","B","2 0"
"Cell1934","2","C","2 1"
"Cell1935","2","B","2 0"
"Cell1936","2","C","2 1"
"Cell1937","2","C","2 1"
"Cell1938","2","C","2 1"
"Cell1939","2","C","2 1"
"Cell1940","2","C","2 1"
"Cell1941","2","B","2 0"
"Cell1942","2","B","2 0"
"Cell1943","2","B","2 0"
"Cell1944","2","B","2 0"
"Cell1945","2","C","2 1"
"Cell1946","2","B","2 0"
"Cell1947","2","B","2 0"
"Cell1948","2","B","2 0"
"Cell1949","2","C","2 1"
"Cell1950","2","B","2 0"
"Cell1951","2","C","2 1"
"Cell1952","2","C","2 1"
"Cell1953","2","B","2 0"
"Cell1954","2","B","2 0"
"Cell1955","2","C","2 1"
"Cell1956","2","C","2 1"
"Cell1957","2","C","2 1"
"Cell1958","2","C","2 1"
"Cell1959","2","B","2 0"
"Cell1960","2","B","2 0"
"Cell1961","2","C","2 1"
"Cell1962","2","B","2 0"
"Cell1963","2","B","2 0"
"Cell1964","2","B","2 0"
"Cell1965","2","C","2 1"
"Cell1966","2","B","2 0"
"Cell1967","2","C","2 1"
"Cell1968","2","C","2 1"
"Cell1969","2","B","2 0"
"Cell1970","2","B","2 0"
"Cell1971","2","C","2 1"
"Cell1972","2","B","2 0"
"Cell1973","2","B","2 0"
"Cell1974","2","B","2 0"
"Cell1975","2","B","2 0"
"Cell1976","2","C","2 1"
"Cell1977","2","C","2 1"
"Cell1978","2","C","2 1"
"Cell1979","2","B","2 0"
"Cell1980","2","C","2 1"
"Cell1981","2","C","2 1"
"Cell1982","2","C","2 1"
"Cell1983","2","C","2 1"
"Cell1984","2","B","2 0"
"Cell1985","2","B","2 0"
"Cell1986","2","B","2 0"
"Cell1987","2","B","2 0"
"Cell1988","2","B","2 0"
"Cell1989","2","C","2 1"
"Cell1990","2","B","2 0"
"Cell1991","2","B","2 0"
"Cell1992","2","B","2 0"
"Cell1993","2","B","2 0"
"Cell1994","2","C","2 1"
"Cell1995","2","C","2 1"
"Cell1996","2","C","2 1"
"Cell1997","2","C","2 1"
"Cell1998","2","B","2 0"
"Cell1999","2","C","2 1"
"Cell2000","2","B","2 0"
"Cell4001","2","B","2 0"
"Cell4002","2","B","2 0"
"Cell4003","2","C","2 1"
"Cell4004","2","C","2 1"
"Cell4005","2","C","2 1"
"Cell4006","2","B","2 0"
"Cell4007","2","B","2 0"
"Cell4008","2","C","2 1"
"Cell4009","2","C","2 1"
"Cell4010","2","C","2 1"
"Cell4011","2","B","2 0"
"Cell4012","2","C","2 1"
"Cell4013","2","C","2 1"
"Cell4014","2","C","2 1"
"Cell4015","2","B","2 0"
"Cell4016","2","C","2 1"
"Cell4017","2","B","2 0"
"Cell4018","2","B","2 0"
"Cell4019","2","C","2 1"
"Cell4020","2","B","2 0"
"Cell4021","2","C","2 1"
"Cell4022","2","B","2 0"
"Cell4023","2","C","2 1"
"Cell4024","2","C","2 1"
"Cell4025","2","B","2 0"
"Cell4026","2","B","2 0"
"Cell4027","2","B","2 0"
"Cell4028","2","B","2 0"
"Cell4029","2","B","2 0"
"Cell4030","2","C","2 1"
"Cell4031","2","C","2 1"
"Cell4032","2","B","2 0"
"Cell4033","2","B","2 0"
"Cell4034","2","C","2 1"
"Cell4035","2","C","2 1"
"Cell4036","2","B","2 0"
"Cell4037","2","C","2 1"
"Cell4038","2","B","2 0"
"Cell4039","2","B","2 0"
"Cell4040","2","C","2 1"
"Cell4041","2","B","2 0"
"Cell4042","2","C","2 1"
"Cell4043","2","B","2 0"
"Cell4044","2","C","2 1"
"Cell4045","2","B","2 0"
"Cell4046","2","C","2 1"
"Cell4047","2","C","2 1"
"Cell4048","2","B","2 0"
"Cell4049","2","C","2 1"
"Cell4050","2","C","2 1"
"Cell4051","2","B","2 0"
"Cell4052","2","C","2 1"
"Cell4053","2","B","2 0"
"Cell4054","2","B","2 0"
"Cell4055","2","C","2 1"
"Cell4056","2","B","2 0"
"Cell4057","2","C","2 1"
"Cell4058","2","B","2 0"
"Cell4059","2","B","2 0"
"Cell4060","2","C","2 1"
"Cell4061","2","B","2 0"
"Cell4062","2","C","2 1"
"Cell4063","2","C","2 1"
"Cell4064","2","B","2 0"
"Cell4065","2","B","2 0"
"Cell4066","2","B","2 0"
"Cell4067","2","B","2 0"
"Cell4068","2","B","2 0"
"Cell4069","2","C","2 1"
"Cell4070","2","B","2 0"
"Cell4071","2","C","2 1"
"Cell4072","2","C","2 1"
"Cell4073","2","C","2 1"
"Cell4074","2","B","2 0"
"Cell4075","2","B","2 0"
"Cell4076","2","B","2 0"
"Cell4077","2","C","2 1"
"Cell4078","2","B","2 0"
"Cell4079","2","B","2 0"
"Cell4080","2","C","2 1"
"Cell4081","2","C","2 1"
"Cell4082","2","C","2 1"
"Cell4083","2","C","2 1"
"Cell4084","2","B","2 0"
"Cell4085","2","C","2 1"
"Cell4086","2","B","2 0"
"Cell4087","2","C","2 1"
"Cell4088","2","B","2 0"
"Cell4089","2","C","2 1"
"Cell4090","2","B","2 0"
"Cell4091","2","B","2 0"
"Cell4092","2","C","2 1"
"Cell4093","2","B","2 0"
"Cell4094","2","B","2 0"
"Cell4095","2","C","2 1"
"Cell4096","2","B","2 0"
"Cell4097","2","C","2 1"
"Cell4098","2","B","2 0"
"Cell4099","2","C","2 1"
"Cell4100","2","B","2 0"
"Cell4101","2","B","2 0"
"Cell4102","2","C","2 1"
"Cell4103","2","B","2 0"
"Cell4104","2","C","2 1"
"Cell4105","2","B","2 0"
"Cell4106","2","C","2 1"
"Cell4107","2","B","2 0"
"Cell4108","2","B","2 0"
"Cell4109","2","B","2 0"
"Cell4110","2","C","2 1"
"Cell4111","2","C","2 1"
"Cell4112","2","B","2 0"
"Cell4113","2","C","2 1"
"Cell4114","2","C","2 1"
"Cell4115","2","B","2 0"
"Cell4116","2","B","2 0"
"Cell4117","2","C","2 1"
"Cell4118","2","B","2 0"
"Cell4119","2","B","2 0"
"Cell4120","2","C","2 1"
"Cell4121","2","C","2 1"
"Cell4122","2","C","2 1"
"Cell4123","2","C","2 1"
"Cell4124","2","B","2 0"
"Cell4125","2","C","2 1"
"Cell4126","2","B","2 0"
"Cell4127","2","C","2 1"
"Cell4128","2","B","2 0"
"Cell4129","2","C","2 1"
"Cell4130","2","C","2 1"
"Cell4131","2","B","2 0"
"Cell4132","2","C","2 1"
"Cell4133","2","C","2 1"
"Cell4134","2","B","2 0"
"Cell4135","2","B","2 0"
"Cell4136","2","C","2 1"
"Cell4137","2","C","2 1"
"Cell4138","2","B","2 0"
"Cell4139","2","B","2 0"
"Cell4140","2","C","2 1"
"Cell4141","2","C","2 1"
"Cell4142","2","C","2 1"
"Cell4143","2","C","2 1"
"Cell4144","2","B","2 0"
"Cell4145","2","C","2 1"
"Cell4146","2","B","2 0"
"Cell4147","2","C","2 1"
"Cell4148","2","B","2 0"
"Cell4149","2","B","2 0"
"Cell4150","2","B","2 0"
"Cell4151","2","B","2 0"
"Cell4152","2","B","2 0"
"Cell4153","2","C","2 1"
"Cell4154","2","B","2 0"
"Cell4155","2","C","2 1"
"Cell4156","2","C","2 1"
"Cell4157","2","B","2 0"
"Cell4158","2","B","2 0"
"Cell4159","2","C","2 1"
"Cell4160","2","B","2 0"
"Cell4161","2","C","2 1"
"Cell4162","2","B","2 0"
"Cell4163","2","B","2 0"
"Cell4164","2","B","2 0"
"Cell4165","2","C","2 1"
"Cell4166","2","B","2 0"
"Cell4167","2","C","2 1"
"Cell4168","2","C","2 1"
"Cell4169","2","C","2 1"
"Cell4170","2","C","2 1"
"Cell4171","2","C","2 1"
"Cell4172","2","B","2 0"
"Cell4173","2","C","2 1"
"Cell4174","2","B","2 0"
"Cell4175","2","B","2 0"
"Cell4176","2","B","2 0"
"Cell4177","2","C","2 1"
"Cell4178","2","C","2 1"
"Cell4179","2","C","2 1"
"Cell4180","2","C","2 1"
"Cell4181","2","B","2 0"
"Cell4182","2","B","2 0"
"Cell4183","2","B","2 0"
"Cell4184","2","C","2 1"
"Cell4185","2","B","2 0"
"Cell4186","2","C","2 1"
"Cell4187","2","B","2 0"
"Cell4188","2","B","2 0"
"Cell4189","2","B","2 0"
"Cell4190","2","B","2 0"
"Cell4191","2","C","2 1"
"Cell4192","2","C","2 1"
"Cell4193","2","C","2 1"
"Cell4194","2","C","2 1"
"Cell4195","2","B","2 0"
"Cell4196","2","C","2 1"
"Cell4197","2","B","2 0"
"Cell4198","2","C","2 1"
"Cell4199","2","B","2 0"
"Cell4200","2","C","2 1"
"Cell4201","2","C","2 1"
"Cell4202","2","B","2 0"
"Cell4203","2","C","2 1"
"Cell4204","2","C","2 1"
"Cell4205","2","B","2 0"
"Cell4206","2","B","2 0"
"Cell4207","2","C","2 1"
"Cell4208","2","C","2 1"
"Cell4209","2","C","2 1"
"Cell4210","2","B","2 0"
"Cell4211","2","B","2 0"
"Cell4212","2","C","2 1"
"Cell4213","2","C","2 1"
"Cell4214","2","C","2 1"
"Cell4215","2","C","2 1"
"Cell4216","2","B","2 0"
"Cell4217","2","B","2 0"
"Cell4218","2","C","2 1"
"Cell4219","2","B","2 0"
"Cell4220","2","B","2 0"
"Cell4221","2","C","2 1"
"Cell4222","2","C","2 1"
"Cell4223","2","C","2 1"
"Cell4224","2","C","2 1"
"Cell4225","2","B","2 0"
"Cell4226","2","B","2 0"
"Cell4227","2","B","2 0"
"Cell4228","2","C","2 1"
"Cell4229","2","B","2 0"
"Cell4230","2","B","2 0"
"Cell4231","2","C","2 1"
"Cell4232","2","B","2 0"
"Cell4233","2","C","2 1"
"Cell4234","2","C","2 1"
"Cell4235","2","C","2 1"
"Cell4236","2","B","2 0"
"Cell4237","2","C","2 1"
"Cell4238","2","B","2 0"
"Cell4239","2","B","2 0"
"Cell4240","2","C","2 1"
"Cell4241","2","B","2 0"
"Cell4242","2","B","2 0"
"Cell4243","2","C","2 1"
"Cell4244","2","C","2 1"
"Cell4245","2","C","2 1"
"Cell4246","2","C","2 1"
"Cell4247","2","B","2 0"
"Cell4248","2","B","2 0"
"Cell4249","2","B","2 0"
"Cell4250","2","C","2 1"
"Cell4251","2","B","2 0"
"Cell4252","2","B","2 0"
"Cell4253","2","C","2 1"
"Cell4254","2","B","2 0"
"Cell4255","2","B","2 0"
"Cell4256","2","C","2 1"
"Cell4257","2","C","2 1"
"Cell4258","2","C","2 1"
"Cell4259","2","C","2 1"
"Cell4260","2","C","2 1"
"Cell4261","2","C","2 1"
"Cell4262","2","C","2 1"
"Cell4263","2","C","2 1"
"Cell4264","2","B","2 0"
"Cell4265","2","B","2 0"
"Cell4266","2","C","2 1"
"Cell4267","2","B","2 0"
"Cell4268","2","C","2 1"
"Cell4269","2","B","2 0"
"Cell4270","2","B","2 0"
"Cell4271","2","B","2 0"
"Cell4272","2","C","2 1"
"Cell4273","2","C","2 1"
"Cell4274","2","C","2 1"
"Cell4275","2","B","2 0"
"Cell4276","2","B","2 0"
"Cell4277","2","B","2 0"
"Cell4278","2","B","2 0"
"Cell4279","2","B","2 0"
"Cell4280","2","B","2 0"
"Cell4281","2","B","2 0"
"Cell4282","2","B","2 0"
"Cell4283","2","B","2 0"
"Cell4284","2","B","2 0"
"Cell4285","2","C","2 1"
"Cell4286","2","C","2 1"
"Cell4287","2","B","2 0"
"Cell4288","2","C","2 1"
"Cell4289","2","C","2 1"
"Cell4290","2","C","2 1"
"Cell4291","2","C","2 1"
"Cell4292","2","C","2 1"
"Cell4293","2","B","2 0"
"Cell4294","2","C","2 1"
"Cell4295","2","B","2 0"
"Cell4296","2","C","2 1"
"Cell4297","2","C","2 1"
"Cell4298","2","B","2 0"
"Cell4299","2","C","2 1"
"Cell4300","2","B","2 0"
"Cell4301","2","C","2 1"
"Cell4302","2","C","2 1"
"Cell4303","2","C","2 1"
"Cell4304","2","B","2 0"
"Cell4305","2","B","2 0"
"Cell4306","2","C","2 1"
"Cell4307","2","C","2 1"
"Cell4308","2","B","2 0"
"Cell4309","2","B","2 0"
"Cell4310","2","C","2 1"
"Cell4311","2","C","2 1"
"Cell4312","2","C","2 1"
"Cell4313","2","B","2 0"
"Cell4314","2","B","2 0"
"Cell4315","2","C","2 1"
"Cell4316","2","C","2 1"
"Cell4317","2","C","2 1"
"Cell4318","2","B","2 0"
"Cell4319","2","C","2 1"
"Cell4320","2","B","2 0"
"Cell4321","2","B","2 0"
"Cell4322","2","B","2 0"
"Cell4323","2","C","2 1"
"Cell4324","2","C","2 1"
"Cell4325","2","B","2 0"
"Cell4326","2","C","2 1"
"Cell4327","2","C","2 1"
"Cell4328","2","C","2 1"
"Cell4329","2","C","2 1"
"Cell4330","2","B","2 0"
"Cell4331","2","B","2 0"
"Cell4332","2","B","2 0"
"Cell4333","2","B","2 0"
"Cell4334","2","B","2 0"
"Cell4335","2","B","2 0"
"Cell4336","2","C","2 1"
"Cell4337","2","C","2 1"
"Cell4338","2","B","2 0"
"Cell4339","2","C","2 1"
"Cell4340","2","B","2 0"
"Cell4341","2","B","2 0"
"Cell4342","2","B","2 0"
"Cell4343","2","B","2 0"
"Cell4344","2","C","2 1"
"Cell4345","2","C","2 1"
"Cell4346","2","B","2 0"
"Cell4347","2","B","2 0"
"Cell4348","2","C","2 1"
"Cell4349","2","B","2 0"
"Cell4350","2","C","2 1"
"Cell4351","2","B","2 0"
"Cell4352","2","C","2 1"
"Cell4353","2","C","2 1"
"Cell4354","2","C","2 1"
"Cell4355","2","B","2 0"
"Cell4356","2","B","2 0"
"Cell4357","2","C","2 1"
"Cell4358","2","C","2 1"
"Cell4359","2","B","2 0"
"Cell4360","2","B","2 0"
"Cell4361","2","B","2 0"
"Cell4362","2","C","2 1"
"Cell4363","2","C","2 1"
"Cell4364","2","C","2 1"
"Cell4365","2","C","2 1"
"Cell4366","2","C","2 1"
"Cell4367","2","C","2 1"
"Cell4368","2","B","2 0"
"Cell4369","2","C","2 1"
"Cell4370","2","B","2 0"
"Cell4371","2","C","2 1"
"Cell4372","2","B","2 0"
"Cell4373","2","B","2 0"
"Cell4374","2","C","2 1"
"Cell4375","2","B","2 0"
"Cell4376","2","B","2 0"
"Cell4377","2","B","2 0"
"Cell4378","2","B","2 0"
"Cell4379","2","B","2 0"
"Cell4380","2","B","2 0"
"Cell4381","2","C","2 1"
"Cell4382","2","B","2 0"
"Cell4383","2","B","2 0"
"Cell4384","2","B","2 0"
"Cell4385","2","C","2 1"
"Cell4386","2","B","2 0"
"Cell4387","2","B","2 0"
"Cell4388","2","C","2 1"
"Cell4389","2","B","2 0"
"Cell4390","2","B","2 0"
"Cell4391","2","B","2 0"
"Cell4392","2","C","2 1"
"Cell4393","2","B","2 0"
"Cell4394","2","B","2 0"
"Cell4395","2","C","2 1"
"Cell4396","2","B","2 0"
"Cell4397","2","B","2 0"
"Cell4398","2","B","2 0"
"Cell4399","2","C","2 1"
"Cell4400","2","C","2 1"
"Cell4401","2","C","2 1"
"Cell4402","2","C","2 1"
"Cell4403","2","B","2 0"
"Cell4404","2","B","2 0"
"Cell4405","2","B","2 0"
"Cell4406","2","C","2 1"
"Cell4407","2","C","2 1"
"Cell4408","2","C","2 1"
"Cell4409","2","B","2 0"
"Cell4410","2","B","2 0"
"Cell4411","2","C","2 1"
"Cell4412","2","B","2 0"
"Cell4413","2","B","2 0"
"Cell4414","2","C","2 1"
"Cell4415","2","B","2 0"
"Cell4416","2","C","2 1"
"Cell4417","2","C","2 1"
"Cell4418","2","C","2 1"
"Cell4419","2","B","2 0"
"Cell4420","2","B","2 0"
"Cell4421","2","B","2 0"
"Cell4422","2","B","2 0"
"Cell4423","2","C","2 1"
"Cell4424","2","B","2 0"
"Cell4425","2","C","2 1"
"Cell4426","2","B","2 0"
"Cell4427","2","C","2 1"
"Cell4428","2","B","2 0"
"Cell4429","2","B","2 0"
"Cell4430","2","C","2 1"
"Cell4431","2","B","2 0"
"Cell4432","2","B","2 0"
"Cell4433","2","C","2 1"
"Cell4434","2","B","2 0"
"Cell4435","2","B","2 0"
"Cell4436","2","C","2 1"
"Cell4437","2","C","2 1"
"Cell4438","2","C","2 1"
"Cell4439","2","C","2 1"
"Cell4440","2","B","2 0"
"Cell4441","2","B","2 0"
"Cell4442","2","C","2 1"
"Cell4443","2","B","2 0"
"Cell4444","2","C","2 1"
"Cell4445","2","B","2 0"
"Cell4446","2","B","2 0"
"Cell4447","2","C","2 1"
"Cell4448","2","C","2 1"
"Cell4449","2","C","2 1"
"Cell4450","2","C","2 1"
"Cell4451","2","C","2 1"
"Cell4452","2","B","2 0"
"Cell4453","2","C","2 1"
"Cell4454","2","B","2 0"
"Cell4455","2","C","2 1"
"Cell4456","2","C","2 1"
"Cell4457","2","C","2 1"
"Cell4458","2","C","2 1"
"Cell4459","2","C","2 1"
"Cell4460","2","C","2 1"
"Cell4461","2","C","2 1"
"Cell4462","2","C","2 1"
"Cell4463","2","B","2 0"
"Cell4464","2","C","2 1"
"Cell4465","2","B","2 0"
"Cell4466","2","C","2 1"
"Cell4467","2","C","2 1"
"Cell4468","2","C","2 1"
"Cell4469","2","B","2 0"
"Cell4470","2","C","2 1"
"Cell4471","2","C","2 1"
"Cell4472","2","B","2 0"
"Cell4473","2","B","2 0"
"Cell4474","2","B","2 0"
"Cell4475","2","B","2 0"
"Cell4476","2","B","2 0"
"Cell4477","2","B","2 0"
"Cell4478","2","C","2 1"
"Cell4479","2","C","2 1"
"Cell4480","2","C","2 1"
"Cell4481","2","C","2 1"
"Cell4482","2","C","2 1"
"Cell4483","2","C","2 1"
"Cell4484","2","B","2 0"
"Cell4485","2","C","2 1"
"Cell4486","2","C","2 1"
"Cell4487","2","C","2 1"
"Cell4488","2","C","2 1"
"Cell4489","2","C","2 1"
"Cell4490","2","B","2 0"
"Cell4491","2","B","2 0"
"Cell4492","2","C","2 1"
"Cell4493","2","C","2 1"
"Cell4494","2","B","2 0"
"Cell4495","2","C","2 1"
"Cell4496","2","C","2 1"
"Cell4497","2","C","2 1"
"Cell4498","2","C","2 1"
"Cell4499","2","C","2 1"
"Cell4500","2","C","2 1"
"Cell4501","2","B","2 0"
"Cell4502","2","B","2 0"
"Cell4503","2","B","2 0"
"Cell4504","2","B","2 0"
"Cell4505","2","C","2 1"
"Cell4506","2","C","2 1"
"Cell4507","2","C","2 1"
"Cell4508","2","B","2 0"
"Cell4509","2","C","2 1"
"Cell4510","2","C","2 1"
"Cell4511","2","C","2 1"
"Cell4512","2","C","2 1"
"Cell4513","2","C","2 1"
"Cell4514","2","B","2 0"
"Cell4515","2","C","2 1"
"Cell4516","2","C","2 1"
"Cell4517","2","C","2 1"
"Cell4518","2","B","2 0"
"Cell4519","2","C","2 1"
"Cell4520","2","B","2 0"
"Cell4521","2","B","2 0"
"Cell4522","2","C","2 1"
"Cell4523","2","C","2 1"
"Cell4524","2","B","2 0"
"Cell4525","2","B","2 0"
"Cell4526","2","B","2 0"
"Cell4527","2","C","2 1"
"Cell4528","2","C","2 1"
"Cell4529","2","B","2 0"
"Cell4530","2","C","2 1"
"Cell4531","2","B","2 0"
"Cell4532","2","B","2 0"
"Cell4533","2","B","2 0"
"Cell4534","2","C","2 1"
"Cell4535","2","C","2 1"
"Cell4536","2","B","2 0"
"Cell4537","2","C","2 1"
"Cell4538","2","B","2 0"
"Cell4539","2","C","2 1"
"Cell4540","2","C","2 1"
"Cell4541","2","B","2 0"
"Cell4542","2","C","2 1"
"Cell4543","2","B","2 0"
"Cell4544","2","C","2 1"
"Cell4545","2","B","2 0"
"Cell4546","2","C","2 1"
"Cell4547","2","C","2 1"
"Cell4548","2","B","2 0"
"Cell4549","2","B","2 0"
"Cell4550","2","C","2 1"
"Cell4551","2","C","2 1"
"Cell4552","2","B","2 0"
"Cell4553","2","C","2 1"
"Cell4554","2","B","2 0"
"Cell4555","2","B","2 0"
"Cell4556","2","B","2 0"
"Cell4557","2","B","2 0"
